name,suburb,category,description,address
Chalisa Indian Restaurant,Greenway,Food and drinks,"We are located at Shop 9 210 Anketell St South Point Town Centre in Greenway.

Chalisa specialises in authentic Indian cuisine and is a family run business established since 2003.

The restaurant offers elegant ambience with modern decor combined with soft lighting and pleasant Indian music","South Point Town Centre, 9e/210 Anketell St, Greenway Australian Capital Territory 2900"
Rojo Customs,Canberra,Retail,"THE TEAM AT ROJO CUSTOMS CAN CREATE AND PRINT ALL

FORMS OF APPAREL. OUR PRINTING PROCESSES INCLUDE;

VINYL PRINTING, SCREEN PRINTING, DIRECT TO GARMENT PRINTING

EMBROIDERY & CUSTOM SUBLIMATION PRINTING.",25 Petrie Plaza
Emma Strapps Shiatsu,Cook,Personal care,"Shiatsu is a relaxing and invigorating way to reconnect with your body.
It is therapeutic acupressure/massage that utilises acu-points, energy channels (meridian therapy) and stretches to stimulate the circulation of energy through the body. It is done fully clothed on a futon on the floor.","Shop 2, Cook Place"
EightyTwenty Food,Braddon,Food and drinks,"Here at 80/20, we believe in food as fuel and that absolutely everybody benefits from clean, natural and unprocessed whole foods.


We endeavor to serve you real, healthy, honest and delicious meals as well as nutrient packed smoothies, homemade raw desserts and damn good coffee.",1 18 Lonsdale Street
The Curatoreum,Parkes,Retail,"THE CURATOREUM
Curated Objects, Thoughtful Gifts  & Fine Publications
The Curatoreum is an independent bookshop. We have two stores in Canberra, at the National Arboretum and the National Portrait Gallery","National Portrait Gallery, King Edward Terrace"
Lahori Gate Canberra,Weetangera,Food and drinks,Welcome,1/4 Weetangera Place
Poetry in Flowers,Gungahlin,Retail,Canberra florist delivering fresh flowers and boutique gifts to the Canberra region.,"THE MARKETPLACE, Shop H40, 33 Hibberson street"
Milligram ANU,Acton,Food and drinks,"We are a modern cafe not just serve food and coffee. We offer a lot of Asian fusion dishes. Come try our signature Karagee Chicken bowl, wagyu beef spaghetti, bake pork chop spaghetti in tomato sauce and more and more.",155-b6 univesity ave
The Battery Factory,Fyshwick,Retail,"We are a Battery Retail store, operating in Canberra from last 40 years. We sale almost all type of batteries including Automotive, Marine, Deepcycle etc.",141 Newcastle Street
Hair Crew Studio,Acton,Retail,"Hair Crew salon located at Kambri ANU looking forward to provide you with the best service and good ethic work team.
","Chifley Library, Concession Lane, Kambri ANU"
Oriental Groceries,Belconnen,Retail,"Oriental Groceries supplies variety of Asian foods, beverages, snacks, fruits, ingredients with reasonable and competitive pricing.",Shop 2 38 Weedon Close
Lisa Richards,Flynn,Retail,"Private and Public Concerts, Custom Songwriting, Voice Lessons, Songwriting Classes, Fierce and Bright Swag, CD's.","The Music Studio, 13 Plowman Place"
Dash Jolimont,Canberra,Food and drinks,"Café which provide various coffee, tea and Chai, also provide ice cold drink such as milk shake, ice coffee etc. Also serve hot food such as hamburgers, chips, sandwiches, toast etc.",Shop G4 65 Northbourne Ave.
Tasting China,Canberra,Food and drinks,"Tasting China is a Chinese restaurant located in the heart of Canberra, specializing in Sichuan cuisine.",Bunda street
GoBoat Canberra,Kingston,Things to do,"GoBoat is Canberra's favourite picnic destination! We have twelve European-designed electric picnic boats that are safe, fun, and super-easy to drive - no boat licence required!

Pack a picnic, bring your crew of up to 8 people, and enjoy a relaxing time on the water, right here in Canberra.

PLEASE NOTE: Our online booking system will not recognise ChooseCBR vouchers, so please make your booking as normal and then bring your voucher with you for redemption at check-in. Alternatively you can visit us in Kingston to make your booking in person and we can apply your discount then.",8 Trevillian Quay
rusden europro automotive,Fyshwick,Retail,We are a workshop selling wipers，brakes，tyres，de-icer and other mechanic parts,22 lyell street
Thorson Photography,Ainslie,Things to do,"Weddings, families, babies and butts",13b Edgar St
Asian Supa,Belconnen,Retail,"Asian Supa is an 8-years-old Asian grocery shop. We provide variety of Asian goods and willing to discover any Asian goods that improve local community diversity.

Amenities:
Planty of parking spots
Provided trolleys
Comfortable and wide aisles
Convenient payment system and payment methods
","69 Oatley Ct, Belconnen ACT"
The Outdoor Table,Rivett,Retail,"An online store selling all things outdoor living. Think family friendly homewares for outdoor dining - unbreakable tableware and serving ware, decorator items such as lanterns and candles plus a range of picnic rugs & folding picnic tables. Don't forget to check out the Australian made section.",Online
Jimmys palace restaurant,Forde,Food and drinks,Jimmys palace restaurant at Forde Chinese cuisine,4/26 Francis Forde Blvd
WUYU CUISINE,Dickson,Food and drinks,"Wu Yu Restaurant sets up on the new culture, keeping the traditions and absorbing the new elements. It provides a cuisine of Wu-Yu style, the dishes and foods are fresh, nourishing and delicious. Please choose your favour and enjoy it!","1st floor, 16 Woolley St,"
Elite Meats,Holt,Retail,An old school carcass butcher shop of the highest possible quality.,"Shop 12 Kippax fair, Hardwick crescent"
Grand Court Chinese Restaurant,Calwell,Food and drinks,Grand Court Chinese Restaurant is a very famous restaurant located in Calwell Shopping Center.,"Shop 2, 7 Webber Crescent"
Murrumbidgee Country Club,Kambah,Food and drinks,Golf Club with dining and bar facilities,161 Kambah Pool Rd
Arthritis ACT,Bruce,Personal care,"Build a Better Me: Arthritis, Pain Support & ME/CFS ACT provide structured health and fitness programs for anyone in the community. You can join any of our established fitness programs including Yoga, Tai Chi, Nordic Walking, you can join us for Art Therapy, or we can build a program for you.",170 HAYDON DVE BRUCE
BARTON GROCER,Barton,Retail,"Barton Grocer provides not only groceries, we also have an in store café with fresh hot cinnamon donuts, florists who use many local producers to provide beautiful flower arrangements for all occasions and events and we provide catering tailored to businesses. We also provide fresh food to go!",SHOP 1/48 MACQUARIE STR
Cocorea,City,Food and drinks,"Korean / Japanese Casual Dining.
Takeaway Available
Korean Fried Chicken, Bento Boxes, Hot Pots and More.
","Shop 5, 15 Garema Place"
Judy Zilber Civil Marriage Celebrant,Holder,Personal care,"Planning your wedding? Then it's time to get in touch with Canberra Intimate Weddings. Chat with an experienced, well regarded and understanding Marriage Celebrant who is ready to help you with your special day! A legal only ceremony, to a full traditional ceremony, all your plans can be achieved!",110 Dixon Dr
Melted Toasted Sandwich Emporium,Fyshwick,Food and drinks,Toasties,U 2 3 Pirie St
INSKINCARE,Evatt,Retail,"Professional skin care facials, LED therapy and Geneo+ oxygen facial, massage, waxing, spray tanning, manicures/pedicures by fully qualified beauty therapists. Preferred products used in salon and for sale include Dermalogica and soon introducing Payot and featuring Bellotto Soy Candles","4/21 Heydon Place, Evatt ACT 2617"
Playing fields,Canberra,Food and drinks,Proudly serving ONA coffee with delicious all day breakfast and lunch.,2/33 allara st
Warehouse Circus,Chifley,Things to do,"Warehouse Circus is a not-for-profit community organisation which truly transforms lives through circus. With over thirty years’ experience teaching and performing across the Canberra region and beyond, Warehouse Circus is one of Australia’s finest youth circus organisations.",4/70 MacLaurin Crescent
Sharetea Dickson,Dickson,Food and drinks,"Bubble tea store serving Canberra and surrounding area. Products include milk tea, fruity teas, crushes smoothies and yogurt drinks. Friendly stuff and good service.",Shop 230 8 Cape St
Dobinsons Bakery,Canberra,Food and drinks,"Dobinsons offers a wide variety of baked products, both sweet and savoury. Our city store also has a breakfast and lunch menu.",177 bunda st
Thirty8 Espresso,Kingston,Food and drinks,"38 Espresso is a Kingston Foreshore original - est. 2013 and still standing! We take pride in serving Canberra-roasted coffee from Axis Roasters, alongside your favourite cafe classics. Whether you're a Southside local or passing by, join us for a waterside drink, meal, or yarn. All dogs welcome","2 Trevillian Quay, Unit 4"
Green Bean on Moore,Canberra,Food and drinks,"LIFE BEGINS AFTER COFFEE
Yes, Green Bean on Moore cafe is a friendly local cafe at Moore St, serving great coffee, delicious food and pastries
Hope to see you soon!",17 Moore St
Knead Patisserie,Belconnen,Food and drinks,"Knead Patisserie is an artisan bakery specialising in handcrafted breads, sweet and savoury pastry and speciality cakes and coffee.",Shop 18 Belconnen fresh food markets Lathlain Street
Z COSME STORE,Acton,Retail,"We are unique. We are cosmetics. We love beauty. We are largest Japanese beauty chain shops in Canberra. Brand new concept store in Canberra with full of be loved Asian beauty items. Top fashion makeup.
City shop：Shop 5，39 London CCT，Canberra City
","Shop5, 39 London CCT"
Tikka Stand,Dickson,Food and drinks,"The Tikka Stand Food Truck offers fresh, authentic and tasty BBQ chicken tikka and other speciality Indian street food with a twist! Our food truck is open Thursday to Sunday and we are located at 356 Northbourne Avenue, entry via Morphett St. Dickson. Menu & Catering available via TIKKASTAND.COM","356 Northbourne Avenue, entry via Morphett St"
FRAWLEYS,Canberra,Retail,"FOOTWEAR RETAIL WOMEN'S AND MEN'S
COMFORT FOOTWEAR FOR ALL SEASONS",26 GAREMA PLACE
Goodyear Autocare Gungahlin,Gungahlin,Retail,"Tyres & Mechanical Servicing

Brakes
Batteries
",1 O'Brien Place
Sushi Sushi Belconnen2,Belconnen,Food and drinks,Sushi Sushi is passionate about serving deliciously fresh and healthy sushi. Find us at over 100 stores across Australia!,"Shop 214, Westfield Belconnen, 20 Benjamin Way"
B L I S S II M O,Braddon,Retail,An exquisite little store offering Bohemian lux from the past & present.,56/30 Lonsdale Street
Mont Adventure Equipment,Fyshwick,Retail,"Mont is a Canberra-owned-and-operated adventure equipment company fiercely committed to better gear for the wild. We are Canberra's adventure gear experts with a huge range, helpful staff, and local adventure knowledge. Open seven days a week, plus free parking right outside.",18 Pirie St
Yan Capital Motors,Fyshwick,Retail,Tyres and vehicle parts retailer,25 Isa St
Ginger Catering at NAC PTY LTD,Weston Creek,Food and drinks,"Ginger at The Arboretum offers contemporary Australian cuisine, with dishes simply prepared with care, to share. Our focus is on organic and biodynamic produce, heirloom meats, seasonal vegetables and",The National Arboretum Canberra
