name,suburb,category,description,address,lng,lat,value,vouchers
Tune BikeWorks,Dickson,Retail,"Tune BikeWorks is a professional bicycle repair workshop and parts and accessories outlet located in the inner north centre of Dickson Shops.
We offer a huge range of bicycle related items and are happy to answer all your cycling questions along the way.","Shop 2, 4/20 Dickson Place",149.1391123,-35.2503505,1100,25
Turkish Delight Kingston,Kingston,Food and drinks,The first Turkish restaurant Turkish Delight Belconnen in ACT opens a new branch in Kingston! The restaurant is special not only for its food but also the authentic Turkish atmosphere.,75/71 Giles St,149.1457753,-35.3129422,270,11
Turkish Kebab and Pizza Belconnen,Belconnen,Food and drinks,"Turkish Kebab and Pizza Belconnen is one of the well known Business in Belconnen. We always provide our best food with best service to all our customers. This Business always been nominated as a local legend by our food business partner.
We warmly welcome new customers with lots of extras..(:",1 Rae Street,149.0607422,-35.2367109,1740,77
Two Peck Crispy Chicken,Canberra,Food and drinks,"Two Peck Crispy Chicken is an established Taiwanese brand, representing the well-known and internationally beloved ""Taiwanese fried chicken"" genera of street food. They are popular with followings in places such as New York, Hong Kong and Taiwan.",Shop G04 39 London Circuit,149.1268246,-35.2793791,760,58
Two sisters Lao Thai cuisine,Dickson,Food and drinks,"Two Sisters have been cooking and serving delicious cuisines of Laos and Thailand for many years. With our nice authentic atmosphere, friendly staff and superb cuisine, The Two Sisters is a great place to enjoy the best of Lao and Thai food!",5/38 Woolley street,149.1375001,-35.2499963,1680,50
Typica Cafe Manuka,Griffith,Food and drinks,"Typica Manuka was the location of the first cafe of ‘ONA Coffee’, the
beloved specialty local coffee company, located in the heart of Manuka in the inner south of Canberra, Typica offers speciality coffee and high quality cafe food in a peaceful and friendly setting.","Shop 4, The Lawns, 4 Palmerston Lane",149.1324319,-35.3204702,660,20
TyrePlus Phillip/Woden Tyre and Exhaust,Phillip,Retail,Your one stop shop for all your mechanical/exhaust and tyre needs. We're coming up to our 4th year and the local community has been very welcoming. We're a local family run business - pop in and say hi - we love a chat.,6 Botany Street,149.0860696,-35.3511343,2370,48
U Accessories,Belconnen,Retail,The phone accessories & repair store in North Canberra & Belconnen. We're serious about protecting your phone,"Westfield Belconnen, Lathlain Street",149.0650422,-35.2380765,610,28
UC Esports Lounge,Bruce,Things to do,"The UC Esports Lounge is a space for the Canberra community to meet, and play games both competitively and casually. Hosting 24 custom built PC's as well as PS5, Xbox Series X and Nintendo Switch the UC Esports Lounge is the perfect place for gamers of all skill level and ages.",1A02 The Hub University of Canberra 1/11 Kirinari Street,149.0845431,-35.2381962,60,4
UC Supermarket,Bruce,Food and drinks,Combination with Asian and Australian food & drinks.,"Shop 8 & 9 Pantowora Street, University of Canberra",149.082387,-35.237066,7600,243
Under the Mistletoe,Nicholls,Retail,You’ll be delighted by the magic of Christmas when you visit Under the Mistletoe Christmas shop at Gold Creek. We have everything you need to create a magical Christmas fairytale for you and your loved ones.,"Shop 4, 26 O'Hanlon Pl",149.0852039,-35.1905884,1180,31
UNIVERSITY PHARMACY,Canberra,Retail,For all your healthcare needs. We are open to the general public as well as staff & students at the ANU.,"156-B2 HEALTH & WELL BEING CENTRE, JOPLIN LANE, A.N.U.",149.1201705,-35.2775799,2610,73
UPS BELCONNEN UNIT TRUST,Belconnen,Retail,Universal Phone Services Belconnen is the capital's one stop shop for all your mobile phone repair and accessory needs. We service all brands and in most cases offer on the spot repairs for nearly every model. We have cases and screen protectors for nearly all phones as well!,"Shop 132 Westfield Belconnen, 18 Benjamin Way",149.0650422,-35.2380765,410,13
Urban Bean Woden,Phillip,Food and drinks,"Urban Bean is located at the bottom of the Scarborough House in Woden. We proudly use ONA coffee beans
which are locally roasted. Our baristas are highly trained and have a passion when it comes to coffee. Our food
is prepared by a passionate chef who also makes out cakes and pastries onsite.","Scarborough House, Unit 1, Atlantic Street",149.0852621,-35.3427416,50,5
Urban Fresh Sushi,Greenway,Food and drinks,"Traditional Japanese Dining.
Experience Japanese hand made Sushi and meals and noodle Soups.",Shop7 Home world shopping centre 150-180 Soward Way,149.0677495,-35.4179174,350,14
Urban jungle CBR,O'Connor,Retail,"Urban Jungle is Canberra's very own indoor plant specialist.

Partnering with an avant-garde florist, Urban Jungle is the best place in town to get your green on!",1/7 sargood street,149.1225145,-35.264031,2750,73
VANILLA POD PIZZA & PASTA BAR,Greenway,Food and drinks,"Vanilla Pod Pizza & Pasta Bar is a licensed venue and has authentic Australian & Italian flavours, Open 7 Days for Breakfast, lunch & Dinner,
specialised in homemade Pizza, Pasta & Desserts.",10/210 ANKETELL STREET,149.0668468,-35.4163317,890,34
Venetia Major - Bespoke Jewellery,Charnwood,Retail,"Venetia is a qualified manufacturing jeweller specialising in commissions and repairs of fine jewellery. Silversmithing Classes run 3x per week and finished jewellery and cleaning products are available for sale.

Visit Venetia's private studio and have a relaxed consultation to discuss your needs.",3 Napper Place,149.0326914,-35.2019535,150,3
Via & BC,Fyshwick,Retail,"We offer stylish accessories (including bags, clothes, wigs, earrings...) for both men and women. It's the most unique store you've ever seen in Canberra. Here, you will find everything you need for fashion.","Shop 584, Canberra Outlet Centre, 337 Canberra Ave",149.1777792,-35.337436,2420,58
Vietnamese Bakery & Cafe,Fyshwick,Food and drinks,"Vietnamese Bakery & Cafe at 19 Isa st Fyshwick
Vietnamese pork roll : Pork belly Banh Mi, Bbq pork, Bbq Chicken, Meatballs, grilled pork sausages, and Tofu Banh Mi.
Beef Pie, Sausages Roll, Quiches,
Sandwich Bar",19 Isa st,149.1718879,-35.3265702,220,9
Vina Groceries,Gungahlin,Retail,,"135/56 Ernest Cavanagh St, Gungahlin ACT 2912",149.1366013,-35.18456507,18050,524
Walt and Burley,Kingston,Food and drinks,,"70/17 Eastlake Parade, Kingston ACT 2604",149.1452758,-35.31047292,480,18
Warehouse Circus,Chifley,Things to do,"Warehouse Circus is a not-for-profit community organisation which truly transforms lives through circus. With over thirty years’ experience teaching and performing across the Canberra region and beyond, Warehouse Circus is one of Australia’s finest youth circus organisations.",4/70 MacLaurin Crescent,149.078303,-35.3529984,1140,24
watson pharmacy,Watson,Retail,retail pharmacy,shop 1 watson pl,149.1532568,-35.2390662,120,3
Wattlebird Canberra,Holt,Things to do,Come along and make a batch of traditional olive oil rich soap in the Wattlebird Canberra Soap Kitchen. In our workshops you will make your very own batch of skin loving soap to take home. A fun experience to try a new skill or a perhaps catch up with friends to try something new!,"Shop 1, 14-16 Holt Place",149.0114294,-35.224764,660,15
Wenyang Family Trust,Turner,Personal care,Massage & Day Spa,"29/2 David Street, (Shop R2)",149.1273517,-35.2625182,2400,56
Weston asian grocery,Weston,Retail,Weston Asian Grocery is a Family Based Asian Grocery Store for anyone who needs Asian Products.,shop 8 / 21 Brierly street,149.0520882,-35.3416159,11590,339
Whale tea,Canberra,Food and drinks,Bubble tea&cake&coffee&sandwich,260 City Walk,149.1332144,-35.2819498,280,19
What the pho,Canberra,Food and drinks,"What The Phở"" offers authentic Vietnamese street foods infused with the flavours of Vietnam.
We are now located in:
- Shop 155-B5 Joplin Lane, Kambri at ANU, Acton ACT 2601","Shop 155-B5 Joplin lane, Kambri in",149.1203418,-35.2776894,740,23
White Chaco,Braddon,Food and drinks,"Asian fusion restaurant (Taiwan + Japanese)
Try our bao & fried chicken & ramen
Text to 0401509435 for booking🙏",G10/27 lonsdale st,149.1326108,-35.2719619,1620,48
Why Aesthetics,Braddon,Personal care,"Why Aesthetics is a locally own and operated cosmetic injectables business. Catering to the client’s desired result through using a range of therapies including skin care, Skin Pen microneedling, Alocuro PRP (platelet rich plasma) injections, lipodissolve, antiwrinkle and dermal filler injections.
",66/ 10 Lonsdale st,149.1330374,-35.2744699,100,2
Wild Panda,Canberra,Food and drinks,Fast-casual restaurant serving specialty Chinese food from Sichuan/Chongqing. Be warned (delighted) there is liberal use of chili and spice,40 Marcus Clarke St,149.1269143,-35.2784724,1900,103
Wok Me,Fyshwick,Food and drinks,"Wok Me is the healthy fast food. Their war cry is healthy, low in fat, nutritious but still YUM! Freshly cooked to order with the freshest ingredients delivered daily. Their goal is to cook within 4 minutes! Wok me is located in the food court at the Canberra Outlet Centre.",Shop 309 Food Court Canberra Outlet Centre 337 Canberra Avenue,149.1784548,-35.3366664,760,31
Wokitup,Braddon,Food and drinks,Wokitup Braddon on Lonsdale street Braddon,135/22 Lonsdale street,149.1331212,-35.2727064,300,13
Wokitup Belconnen,Belconnen,Food and drinks,"Get a variety of of delicious noodles, soups and rice dishes from local gem Wok It Up!

Whether you choose one of our chef suggestions or build your own box from scratch, the choise is all yours!",6/102 Emu Bank,149.0714767,-35.2371567,250,17
Wokitup gungahlin,Gungahlin,Food and drinks,Wokitup! is a casual Asian Noodle Bar that specialises in preparing and cooking tasty & healthy noodle meals that are created by the customer,"SHOP 4 46 Hibberson Street, Shop name Wokitup",149.1351855,-35.1858901,1340,76
Wokitup Philip,Phillip,Food and drinks,Asian noodle bar in Philip. We open 7 days,5/46 Botany Street,149.0888389,-35.3499639,770,38
Wolfie,Griffith,Retail,"Wolfie is a whimsical wonderland of children’s giftware and fashion for babies through to 12 years. We stock a mix of the latest fashion trends as well as traditional practical items that we all know and love. The perfect store for gifts, whether it be newborn, birthday or a special occasion.",2/19 Bougainville Street,149.1325625,-35.3205902,2270,54
Wood Tang,Belconnen,Food and drinks,"Hot Pot Buffet, BBQ, Clay Pot",U5 114 Emu Bank,149.0700087,-35.2361286,540,14
Woolshed at Manuka,Griffith,Retail,We’re a speciality knitting and crochet shop and we carry predominantly natural fibres in a wide range of colours along with all the tools you need for knitting and crochet. Please check the website for classes.,Shop 9/11-17 Bougainville Street,149.1326418,-35.3208534,1290,38
Workin' Gear,Fyshwick,Retail,"Workin' Gear is committed to providing the highest quality workwear at the best prices through an efficient, ethical and sustainable supply chain solution. Workin’ Gear has been a family owned store in Canberra since 1975 and is proud to remain 100% Australian owned.",51 Kembla Street,149.1750519,-35.323836,3020,67
Wren & Rabbit Interiors,Pialligo,Retail,"A carefully curated selection of homewares and accessories, including modern and antique items sourced from Indonesia, India, Mexico and Morocco. Every item in store has been hand-picked, with a focus on supporting artisans and boutique creators.","The Plot, 12 Beltana Rd",149.1802193,-35.3067972,20,1
Wukong Hotpot & Super Emoji,Dickson,Food and drinks,"Hot Pot is the most primitive way to cook that human had first learned to use tools. We still remember that and make it even better.
Wukong Hotpot provide not only the traditional spicy Chongqin broth, but also some really innovative soup base which are popular among all kind of customers.","G5/6 Cape Street, Dickson, ACT 2602",149.1368739,-35.2514243,29810,878
